sample_id,source,is_synthetic,synthetic_type,doc_id,section,category,title,published_at,text,topic,stance,sentiment,topic_id,stance_id,sentiment_id,date,year,is_boilerplate_candidate
manual_000016,manual,False,,9f6ce1f44b56aa106eff8bd6a023dc17763a206d,mp_decisions,press_release,О ключевой ставке Банка России,13 декабря 2013 г,В связи с этим важным условием достижения целевых ориентиров по инфляции в среднесрочной перспективе является формирование позитивных тенденций в динамике инфляционных ожиданий.,Expectations,Forward-looking,Neutral,4,0,2,2013-12-13,2013,False
manual_000017,manual,False,,9f6ce1f44b56aa106eff8bd6a023dc17763a206d,mp_decisions,press_release,О ключевой ставке Банка России,13 декабря 2013 г,Банк России продолжит мониторинг инфляционных рисков и рисков замедления экономической активности.,Inflation,Forward-looking,Risk-highlighting,0,0,3,2013-12-13,2013,False
manual_000018,manual,False,,9f6ce1f44b56aa106eff8bd6a023dc17763a206d,mp_decisions,press_release,О ключевой ставке Банка России,13 декабря 2013 г,При принятии решений Банк России будет ориентироваться на цели и прогнозы по инфляции и оценки перспектив экономического роста.,Interest rate,Forward-looking,Neutral,1,0,2,2013-12-13,2013,False
manual_000019,manual,False,,9f6ce1f44b56aa106eff8bd6a023dc17763a206d,mp_decisions,press_release,О ключевой ставке Банка России,13 декабря 2013 г,"Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы денежно-кредитной политики, предполагается провести 14 февраля 2014 года; планируемое время публикации пресс-релиза о решении Совета директоров Банка России — 13:30 по московскому времени.",Other,Other,Other,11,2,5,2013-12-13,2013,False
manual_000020,manual,False,,9f6ce1f44b56aa106eff8bd6a023dc17763a206d,mp_decisions,press_release,О ключевой ставке Банка России,13 декабря 2013 г,При использовании материала ссылка на Пресс-службу Банка России обязательна.,Other,Other,Other,11,2,5,2013-12-13,2013,True
manual_000021,manual,False,,9f6ce1f44b56aa106eff8bd6a023dc17763a206d,mp_decisions,press_release,О ключевой ставке Банка России,13 декабря 2013 г,13.12.2013 00:00:00,Other,Other,Other,11,2,5,2013-12-13,2013,True
manual_000022,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,О ключевой ставке Банка России.,Interest rate,Other,Other,1,2,5,2013-11-08,2013,True
manual_000023,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"Совет директоров Банка России 8 ноября 2013 года принял решение сохранить ключевую ставку Банка России на уровне 5,50% годовых.",Interest rate,Backward-looking,Neutral,1,1,2,2013-11-08,2013,False
manual_000024,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,Указанное решение принято на основе оценки инфляционных рисков и перспектив экономического роста.,Interest rate,Backward-looking,Neutral,1,1,2,2013-11-08,2013,False
manual_000025,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,Динамика основных макроэкономических индикаторов указывает на сохранение низких темпов роста российской экономики.,Economic activity,Backward-looking,Dovish,5,1,1,2013-11-08,2013,False
manual_000026,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,Производственная активность и инвестиционный спрос остаются слабыми.,Economic activity,Backward-looking,Dovish,5,1,1,2013-11-08,2013,False
manual_000027,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"Несмотря на улучшение отдельных индикаторов настроений производителей, делать вывод о переломе в их динамике пока преждевременно.",Economic activity,Backward-looking,Neutral,5,1,2,2013-11-08,2013,False
manual_000028,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"Основным источником экономического роста в настоящее время остается потребительская активность, поддерживаемая ростом реальной заработной платы и розничного кредитования.",Economic activity,Backward-looking,Hawkish,5,1,0,2013-11-08,2013,False
manual_000029,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"По оценкам Банка России, совокупный выпуск остается несколько ниже своего потенциального уровня.",Economic activity,Backward-looking,Dovish,5,1,1,2013-11-08,2013,False
manual_000030,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,При этом безработица сохраняется на сравнительно низком уровне.,Labor market,Backward-looking,Hawkish,6,1,0,2013-11-08,2013,False
manual_000031,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"В связи со слабой инвестиционной активностью и медленным восстановлением внешнего спроса Банк России ожидает сохранения низких темпов роста российской экономики в среднесрочной перспективе, при этом существенного углубления отрицательного разрыва выпуска не прогнозируется.",Economic activity,Forward-looking,Dovish,5,0,1,2013-11-08,2013,False
manual_000032,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"В октябре годовой темп прироста потребительских цен увеличился, составив 6,3%, что выше целевого диапазона по инфляции на текущий год.",Inflation,Backward-looking,Hawkish,0,1,0,2013-11-08,2013,False
manual_000033,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"Повышение месячного темпа инфляции в октябре обусловлено немонетарными факторами, в том числе удорожанием плодоовощной продукции, не характерным для данного сезона, а также ускорением роста цен на отдельные продукты животного происхождения.",Inflation,Backward-looking,Hawkish,0,1,0,2013-11-08,2013,False
manual_000034,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"По итогам октября базовая инфляция сохранилась на уровне 5,5%.",Inflation,Backward-looking,Neutral,0,1,2,2013-11-08,2013,False
manual_000035,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"Отсутствие выраженного давления на цены со стороны спроса в условиях нахождения совокупного выпуска несколько ниже своего потенциального уровня является одним из факторов, сдерживающих рост цен непродовольственных товаров и динамику базовой инфляции в последние месяцы.",Inflation,Backward-looking,Dovish,0,1,1,2013-11-08,2013,False
manual_000036,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"По оценкам Банка России, действие факторов, обусловивших ускорение роста продовольственных цен, имеет краткосрочный характер, и в 2014 году при сохранении указанных макроэкономических тенденций прогнозируется дальнейшее снижение инфляции.",Inflation,Forward-looking,Dovish,0,0,1,2013-11-08,2013,False
manual_000037,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,При этом важным условием достижения целевых ориентиров по инфляции в среднесрочной перспективе является формирование более выраженных позитивных тенденций в динамике инфляционных ожиданий.,Expectations,Forward-looking,Neutral,4,0,2,2013-11-08,2013,False
manual_000038,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,Банк России продолжит мониторинг инфляционных рисков и рисков замедления экономической активности.,Inflation,Forward-looking,Risk-highlighting,0,0,3,2013-11-08,2013,False
manual_000039,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,При принятии решений Банк России будет ориентироваться на цели и прогнозы по инфляции и оценки перспектив экономического роста.,Interest rate,Forward-looking,Neutral,1,0,2,2013-11-08,2013,False
manual_000040,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы денежно-кредитной политики, предполагается провести 13 декабря 2013 года; планируемое время публикации пресс-релиза о решении Совета директоров Банка России — 13:30 по московскому времени.",Other,Other,Other,11,2,5,2013-11-08,2013,False
manual_000041,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,Процентные ставки по основным операциям Банка России 1 (% годовых).,Monetary conditions,Other,Other,2,2,5,2013-11-08,2013,False
manual_000042,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,1 Информация о ставках по всем операциям Банка России представлена в таблице «Процентные ставки по операциям Банка России».,Monetary conditions,Other,Other,2,2,5,2013-11-08,2013,False
manual_000043,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,"2 Плавающая процентная ставка, привязанная к уровню ключевой ставки Банка России.",Interest rate,Other,Other,1,2,5,2013-11-08,2013,False
manual_000044,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,При использовании материала ссылка на Пресс-службу Банка России обязательна.,Other,Other,Other,11,2,5,2013-11-08,2013,True
manual_000045,manual,False,,67703c9340dd14a10726a138868452570dcac60b,mp_decisions,press_release,О ключевой ставке Банка России,8 ноября 2013 г,08.11.2013 00:00:00,Other,Other,Other,11,2,5,2013-11-08,2013,True
manual_000046,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,О ключевой ставке Банка России.,Interest rate,Other,Other,1,2,5,2013-10-14,2013,True
manual_000047,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,"Пресс-служба Банка России сообщает, что Совет директоров Банка России 14 октября 2013 года принял решение сохранить ключевую ставку Банка России на уровне 5,50% годовых.",Interest rate,Backward-looking,Neutral,1,1,2,2013-10-14,2013,False
manual_000048,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,Указанное решение принято на основе оценки инфляционных рисков и перспектив экономического роста.,Interest rate,Backward-looking,Neutral,1,1,2,2013-10-14,2013,False
manual_000049,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,Динамика основных макроэкономических индикаторов указывает на сохранение низких темпов роста российской экономики.,Economic activity,Backward-looking,Dovish,5,1,1,2013-10-14,2013,False
manual_000050,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,"Показатели производственной активности и инвестиционного спроса остаются низкими, а индикаторы предпринимательской уверенности отражают дальнейшее ухудшение настроений производителей.",Economic activity,Backward-looking,Dovish,5,1,1,2013-10-14,2013,False
manual_000051,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,Тем не менее безработица сохраняется на сравнительно низком уровне.,Labor market,Backward-looking,Hawkish,6,1,0,2013-10-14,2013,False
manual_000052,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,"Основным источником экономического роста в настоящее время остается потребительская активность, поддерживаемая ростом реальной заработной платы и розничного кредитования.",Economic activity,Backward-looking,Hawkish,5,1,0,2013-10-14,2013,False
manual_000053,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,Однако в связи со слабой инвестиционной активностью и медленным восстановлением внешнего спроса Банк России ожидает сохранения низких темпов роста российской экономики в среднесрочной перспективе.,Economic activity,Forward-looking,Dovish,5,0,1,2013-10-14,2013,False
manual_000054,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,"По оценкам Банка России, совокупный выпуск остается несколько ниже своего потенциального уровня, при этом существенного углубления отрицательного разрыва выпуска не прогнозируется.",Economic activity,Forward-looking,Dovish,5,0,1,2013-10-14,2013,False
manual_000055,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,"В сентябре и начале октября годовой темп прироста потребительских цен существенно снизился и по оценке на 7 октября 2013 года составил 6,0%, что соответствует верхней границе целевого диапазона по инфляции на текущий год.",Inflation,Backward-looking,Dovish,0,1,1,2013-10-14,2013,False
manual_000056,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,В сентябре сокращение годовых темпов роста цен наблюдалось во всех сегментах потребительского рынка.,Inflation,Backward-looking,Dovish,0,1,1,2013-10-14,2013,False
manual_000057,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,При этом в связи с изменением сроков индексации регулируемых цен и тарифов значительный вклад в замедление инфляции внесла динамика цен на услуги.,Inflation,Backward-looking,Dovish,0,1,1,2013-10-14,2013,False
manual_000058,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,"По итогам сентября годовой темп базовой инфляции сохранился на уровне 5,5%.",Inflation,Backward-looking,Neutral,0,1,2,2013-10-14,2013,False
manual_000059,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,Отсутствие выраженного давления на цены со стороны спроса в условиях нахождения совокупного выпуска несколько ниже своего потенциального уровня является одним из факторов снижения базовой инфляции в последние месяцы.,Inflation,Backward-looking,Dovish,0,1,1,2013-10-14,2013,False
manual_000060,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,"По оценкам Банка России, с учетом улучшения ситуации на продовольственном рынке ввиду благоприятных данных по сбору урожая основных сельскохозяйственных культур инфляция продолжит замедляться, оставаясь в рамках целевого диапазона до конца года.",Inflation,Forward-looking,Dovish,0,0,1,2013-10-14,2013,False
manual_000061,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,В 2014 году при сохранении наблюдаемых макроэкономических тенденций прогнозируется дальнейшее снижение инфляции.,Inflation,Forward-looking,Dovish,0,0,1,2013-10-14,2013,False
manual_000062,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,При этом важным условием достижения целевых ориентиров по инфляции в среднесрочной перспективе является формирование более выраженных позитивных тенденций в динамике инфляционных ожиданий.,Expectations,Forward-looking,Neutral,4,0,2,2013-10-14,2013,False
manual_000063,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,Банк России продолжит мониторинг инфляционных рисков и рисков замедления экономической активности.,Inflation,Forward-looking,Risk-highlighting,0,0,3,2013-10-14,2013,False
manual_000064,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,При принятии решений Банк России будет ориентироваться на цели по инфляции и оценки перспектив экономического роста.,Interest rate,Forward-looking,Neutral,1,0,2,2013-10-14,2013,False
manual_000065,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,"Следующее заседание Совета директоров Банка России, на котором будут рассмотрены вопросы денежно-кредитной политики, предполагается провести 8 ноября 2013 года; планируемое время публикации пресс-релиза о решении Совета директоров Банка России — 13:30 по московскому времени.",Other,Other,Other,11,2,5,2013-10-14,2013,False
manual_000066,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,При использовании материала ссылка на Пресс-службу Банка России обязательна.,Other,Other,Other,11,2,5,2013-10-14,2013,True
manual_000067,manual,False,,c57fcccbad561737608275c5a6f5f255b3151179,mp_decisions,press_release,О ключевой ставке Банка России,14 октября 2013 г,14.10.2013 00:00:00,Other,Other,Other,11,2,5,2013-10-14,2013,True
manual_000068,manual,False,,4dfb237682ded58ac25296d427cb37a2759d2f75,mp_decisions,press_release,О ключевой ставке Банка России,3 марта 2014 г,О ключевой ставке Банка России.,Interest rate,Other,Other,1,2,5,2014-03-03,2014,True
manual_000069,manual,False,,4dfb237682ded58ac25296d427cb37a2759d2f75,mp_decisions,press_release,О ключевой ставке Банка России,3 марта 2014 г,"Совет директоров Банка России с 11.00 мск 3 марта 2014 года принял решение временно повысить ключевую ставку до 7,0% годовых.",Interest rate,Backward-looking,Hawkish,1,1,0,2014-03-03,2014,False
manual_000070,manual,False,,4dfb237682ded58ac25296d427cb37a2759d2f75,mp_decisions,press_release,О ключевой ставке Банка России,3 марта 2014 г,"Решение направлено на предотвращение возникновения рисков для инфляции и финансовой стабильности, связанных с наблюдаемым в последнее время повышенным уровнем волатильности на финансовых рынках.",Interest rate,Forward-looking,Risk-highlighting,1,0,3,2014-03-03,2014,False
manual_000071,manual,False,,4dfb237682ded58ac25296d427cb37a2759d2f75,mp_decisions,press_release,О ключевой ставке Банка России,3 марта 2014 г,Следующее заседание Совета директоров Банка России по вопросам денежно-кредитной политики состоится 14 марта 2014 года.,Other,Other,Other,11,2,5,2014-03-03,2014,False
manual_000072,manual,False,,4dfb237682ded58ac25296d427cb37a2759d2f75,mp_decisions,press_release,О ключевой ставке Банка России,3 марта 2014 г,Процентные ставки по операциям Банка России (% годовых).,Monetary conditions,Other,Other,2,2,5,2014-03-03,2014,False
manual_000073,manual,False,,4dfb237682ded58ac25296d427cb37a2759d2f75,mp_decisions,press_release,О ключевой ставке Банка России,3 марта 2014 г,При использовании материала ссылка на Пресс-службу Банка России обязательна.,Other,Other,Other,11,2,5,2014-03-03,2014,True
manual_000074,manual,False,,4dfb237682ded58ac25296d427cb37a2759d2f75,mp_decisions,press_release,О ключевой ставке Банка России,3 марта 2014 г,03.03.2014 00:00:00,Other,Other,Other,11,2,5,2014-03-03,2014,True
manual_000075,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,О ключевой ставке Банка России.,Interest rate,Other,Other,1,2,5,2014-02-14,2014,True
manual_000076,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,"Совет директоров Банка России 14 февраля 2014 года принял решение сохранить ключевую ставку на уровне 5,50% годовых.",Interest rate,Backward-looking,Neutral,1,1,2,2014-02-14,2014,False
manual_000077,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,"Указанное решение принято на основе анализа текущих тенденций и макроэкономического прогноза, согласно которому при неизменной направленности денежно-кредитной политики инфляция будет близка к целевому уровню в конце 2014 года на фоне невысоких темпов роста российской экономики.",Interest rate,Forward-looking,Neutral,1,0,2,2014-02-14,2014,False
manual_000078,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,"Продолжается медленное восстановление мировой экономики, при этом тенденции в различных регионах остаются разнонаправленными.",External conditions,Backward-looking,Neutral,7,1,2,2014-02-14,2014,False
manual_000079,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,Слабый экономический рост в странах — торговых партнерах России ограничивает спрос на товары российского экспорта и оказывает сдерживающее влияние на отечественную экономику.,External conditions,Backward-looking,Dovish,7,1,1,2014-02-14,2014,False
manual_000080,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,В то же время цены на нефть сохраняются на стабильно высоком уровне.,External conditions,Backward-looking,Hawkish,7,1,0,2014-02-14,2014,False
manual_000081,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,Темпы роста российской экономики остаются низкими.,Economic activity,Backward-looking,Dovish,5,1,1,2014-02-14,2014,False
manual_000082,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,Продолжается стагнация промышленного производства.,Economic activity,Backward-looking,Dovish,5,1,1,2014-02-14,2014,False
manual_000083,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,При этом индикаторы предпринимательской уверенности указывают на отсутствие улучшения настроений производителей.,Economic activity,Backward-looking,Dovish,5,1,1,2014-02-14,2014,False
manual_000084,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,Слабая инвестиционная активность обусловлена общей экономической неопределенностью и снижением прибылей компаний реального сектора.,Economic activity,Backward-looking,Dovish,5,1,1,2014-02-14,2014,False
manual_000085,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,Основным источником экономического роста по-прежнему является потребительский спрос.,Economic activity,Backward-looking,Hawkish,5,1,0,2014-02-14,2014,False
manual_000086,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,Поддержку ему оказывает рост розничного кредитования и реальной заработной платы.,Credit,Backward-looking,Hawkish,3,1,0,2014-02-14,2014,False
manual_000087,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,Совокупный выпуск товаров и услуг остается несколько ниже своего потенциального уровня.,Economic activity,Backward-looking,Dovish,5,1,1,2014-02-14,2014,False
manual_000088,manual,False,,d645f6335e71e7f20ed84972eb861d88465b8a35,mp_decisions,press_release,О ключевой ставке Банка России,14 февраля 2014 г,В условиях низкой экономической активности увеличения спроса на банковские кредиты не наблюдалось.,Economic activity,Backward-looking,Dovish,5,1,1,2014-02-14,2014,False
