sample_id,source,is_synthetic,synthetic_type,doc_id,section,category,title,published_at,text,topic,stance,sentiment,topic_id,stance_id,sentiment_id,date,year,is_boilerplate_candidate
synthetic_000016,synthetic,True,rare_joint,,,synthetic,,,В случае усиления спроса на наличную и безналичную иностранную валюту курсовое давление может стать источником ускорения цен.,Exchange rate,Forward-looking,Hawkish,9,0,0,,,False
synthetic_000017,synthetic,True,rare_joint,,,synthetic,,,Дальнейшая переоценка рубля вниз будет повышать стоимость импортных контрактов и поддерживать повышенные инфляционные ожидания бизнеса.,Exchange rate,Forward-looking,Hawkish,9,0,0,,,False
synthetic_000018,synthetic,True,rare_joint,,,synthetic,,,"Если предложение иностранной валюты останется недостаточным, возможное ослабление рубля усилит давление на цены потребительского импорта.",Exchange rate,Forward-looking,Hawkish,9,0,0,,,False
synthetic_000019,synthetic,True,rare_joint,,,synthetic,,,Устойчивое снижение курса рубля в прогнозном горизонте будет увеличивать вероятность более продолжительного периода повышенной инфляции.,Exchange rate,Forward-looking,Hawkish,9,0,0,,,False
synthetic_000020,synthetic,True,rare_joint,,,synthetic,,,При усилении курсового давления компании могут чаще закладывать ожидаемое ослабление рубля в цены конечной продукции.,Exchange rate,Forward-looking,Hawkish,9,0,0,,,False
synthetic_000021,synthetic,True,rare_joint,,,synthetic,,,Вероятное повышение волатильности рубля может усилить инфляционную инерцию через более осторожное и опережающее ценообразование компаний.,Exchange rate,Forward-looking,Hawkish,9,0,0,,,False
synthetic_000022,synthetic,True,rare_joint,,,synthetic,,,Дальнейшее расширение бюджетных расходов может усилить давление на внутренний спрос и затруднить возвращение инфляции к цели.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000023,synthetic,True,rare_joint,,,synthetic,,,Сохранение значительного бюджетного импульса в следующем году способно повысить устойчивость проинфляционных факторов.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000024,synthetic,True,rare_joint,,,synthetic,,,"Более быстрое, чем предполагается, исполнение расходов бюджета может привести к дополнительному росту совокупного спроса.",Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000025,synthetic,True,rare_joint,,,synthetic,,,Продление масштабных льготных программ может сформировать дополнительные риски перегрева отдельных сегментов спроса.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000026,synthetic,True,rare_joint,,,synthetic,,,Отклонение бюджетной траектории от заявленных параметров будет создавать риск более длительного сохранения повышенного ценового давления.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000027,synthetic,True,rare_joint,,,synthetic,,,Увеличение субсидируемого финансирования может усилить спрос на кредит и ограничить охлаждающее влияние жестких денежно-кредитных условий.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000028,synthetic,True,rare_joint,,,synthetic,,,"Если бюджетные расходы будут расти быстрее доходов, это может потребовать более продолжительного периода жестких денежно-кредитных условий.",Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000029,synthetic,True,rare_joint,,,synthetic,,,Расширение государственных закупок при ограниченных производственных возможностях может усилить конкуренцию за ресурсы и повысить инфляционные риски.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000030,synthetic,True,rare_joint,,,synthetic,,,Более мягкая бюджетная политика в прогнозном периоде может замедлить снижение инфляционных ожиданий.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000031,synthetic,True,rare_joint,,,synthetic,,,"Увеличение трансфертов населению может поддержать потребительский спрос сильнее, чем заложено в базовом сценарии.",Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000032,synthetic,True,rare_joint,,,synthetic,,,Неполная реализация мер бюджетной консолидации может стать источником дополнительного проинфляционного давления.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000033,synthetic,True,rare_joint,,,synthetic,,,Дальнейшее расширение налоговых стимулов может привести к более устойчивому росту инвестиционного и потребительского спроса.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000034,synthetic,True,rare_joint,,,synthetic,,,Сохранение высоких объемов бюджетного финансирования инфраструктурных проектов может усилить давление на цены в секторах с ограниченным предложением.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000035,synthetic,True,rare_joint,,,synthetic,,,Дополнительная индексация социальных выплат может повысить потребительскую активность и создать риски для дезинфляционной траектории.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000036,synthetic,True,rare_joint,,,synthetic,,,Более значительное использование средств фондов развития может усилить бюджетный импульс и увеличить неопределенность инфляционного прогноза.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000037,synthetic,True,rare_joint,,,synthetic,,,Расширение программ компенсации процентных ставок может ослабить передачу решений по денежно-кредитной политике в кредитные условия.,Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000038,synthetic,True,rare_joint,,,synthetic,,,"Если параметры налоговой политики будут стимулировать ускоренное потребление, баланс рисков для инфляции может сместиться вверх.",Fiscal policy,Forward-looking,Risk-highlighting,8,0,3,,,False
synthetic_000039,synthetic,True,rare_joint,,,synthetic,,,В отчетном периоде бюджетные расходы оставались на повышенном уровне.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000040,synthetic,True,rare_joint,,,synthetic,,,В предыдущие месяцы объем предоставленных субсидий существенно не изменился.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000041,synthetic,True,rare_joint,,,synthetic,,,В рассматриваемом квартале исполнение федерального бюджета происходило в соответствии с утвержденными параметрами.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000042,synthetic,True,rare_joint,,,synthetic,,,В последние месяцы меры налоговой поддержки сохранялись в ранее объявленных объемах.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000043,synthetic,True,rare_joint,,,synthetic,,,Расходы бюджета на инфраструктурные проекты продолжили осуществляться в плановом порядке.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000044,synthetic,True,rare_joint,,,synthetic,,,В отчетном периоде параметры льготных государственных программ оставались без значительных изменений.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000045,synthetic,True,rare_joint,,,synthetic,,,В текущем году динамика бюджетных расходов соответствовала ранее утвержденному графику.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000046,synthetic,True,rare_joint,,,synthetic,,,Налоговые поступления в бюджет в последние месяцы формировались устойчиво.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000047,synthetic,True,rare_joint,,,synthetic,,,В предыдущем квартале объем бюджетного финансирования отдельных отраслей существенно не менялся.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000048,synthetic,True,rare_joint,,,synthetic,,,В последние месяцы реализация государственных инвестиционных программ продолжалась без отклонений от планов.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000049,synthetic,True,rare_joint,,,synthetic,,,В рассматриваемом периоде бюджетная политика не претерпела существенных изменений.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000050,synthetic,True,rare_joint,,,synthetic,,,Объемы государственных расходов на поддержку экономики в отчетном периоде оставались стабильными.,Fiscal policy,Backward-looking,Neutral,8,1,2,,,False
synthetic_000051,synthetic,True,rare_joint,,,synthetic,,,Дальнейшее расширение бюджетных расходов будет поддерживать повышенное инфляционное давление.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000052,synthetic,True,rare_joint,,,synthetic,,,Рост государственных расходов в предстоящие кварталы усилит внутренний спрос.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000053,synthetic,True,rare_joint,,,synthetic,,,Сохранение значительного бюджетного импульса будет способствовать более устойчивому росту цен.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000054,synthetic,True,rare_joint,,,synthetic,,,Увеличение объемов субсидирования поддержит высокую потребительскую активность.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000055,synthetic,True,rare_joint,,,synthetic,,,Расширение льготных государственных программ приведет к сохранению повышенного спроса в экономике.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000056,synthetic,True,rare_joint,,,synthetic,,,Более высокие расходы бюджета будут препятствовать более быстрому замедлению роста цен.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000057,synthetic,True,rare_joint,,,synthetic,,,Продолжение стимулирующей бюджетной политики усилит давление со стороны внутреннего спроса.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000058,synthetic,True,rare_joint,,,synthetic,,,Увеличение государственных инвестиций будет способствовать сохранению высокой экономической активности.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000059,synthetic,True,rare_joint,,,synthetic,,,Дополнительные меры бюджетной поддержки будут поддерживать повышенное ценовое давление.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000060,synthetic,True,rare_joint,,,synthetic,,,Рост трансфертов населению приведет к дальнейшему расширению потребительского спроса.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000061,synthetic,True,rare_joint,,,synthetic,,,Мягкая бюджетная политика будет поддерживать повышенные темпы роста спроса.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000062,synthetic,True,rare_joint,,,synthetic,,,Расширение бюджетного финансирования усилит проинфляционное влияние внутреннего спроса.,Fiscal policy,Forward-looking,Hawkish,8,0,0,,,False
synthetic_000063,synthetic,True,rare_joint,,,synthetic,,,Сокращение бюджетных расходов будет способствовать более сдержанной динамике внутреннего спроса.,Fiscal policy,Forward-looking,Dovish,8,0,1,,,False
synthetic_000064,synthetic,True,rare_joint,,,synthetic,,,Снижение объемов государственных закупок приведет к ослаблению проинфляционного давления.,Fiscal policy,Forward-looking,Dovish,8,0,1,,,False
synthetic_000065,synthetic,True,rare_joint,,,synthetic,,,Более сдержанная бюджетная политика будет ограничивать рост потребительского спроса.,Fiscal policy,Forward-looking,Dovish,8,0,1,,,False
synthetic_000066,synthetic,True,rare_joint,,,synthetic,,,Постепенное сворачивание мер бюджетной поддержки будет способствовать замедлению роста цен.,Fiscal policy,Forward-looking,Dovish,8,0,1,,,False
synthetic_000067,synthetic,True,rare_joint,,,synthetic,,,Уменьшение бюджетного импульса будет способствовать более умеренной динамике спроса в экономике.,Fiscal policy,Forward-looking,Dovish,8,0,1,,,False
synthetic_000068,synthetic,True,rare_joint,,,synthetic,,,Сокращение объемов субсидирования приведет к более сдержанному росту внутреннего спроса.,Fiscal policy,Forward-looking,Dovish,8,0,1,,,False
synthetic_000069,synthetic,True,rare_joint,,,synthetic,,,Ограничение роста бюджетных расходов будет снижать давление со стороны спроса.,Fiscal policy,Forward-looking,Dovish,8,0,1,,,False
synthetic_000070,synthetic,True,rare_joint,,,synthetic,,,Снижение масштабов государственных программ поддержки будет способствовать дезинфляционным процессам.,Fiscal policy,Forward-looking,Dovish,8,0,1,,,False
synthetic_000071,synthetic,True,rare_joint,,,synthetic,,,Планируемая нормализация бюджетной политики будет способствовать более сбалансированной динамике спроса.,Fiscal policy,Forward-looking,Confidence-building,8,0,4,,,False
synthetic_000072,synthetic,True,rare_joint,,,synthetic,,,Ожидаемое сокращение бюджетного импульса поддержит устойчивое замедление инфляционного давления.,Fiscal policy,Forward-looking,Confidence-building,8,0,4,,,False
synthetic_000073,synthetic,True,rare_joint,,,synthetic,,,Бюджетная консолидация в прогнозном периоде будет способствовать сохранению макроэкономической устойчивости.,Fiscal policy,Forward-looking,Confidence-building,8,0,4,,,False
synthetic_000074,synthetic,True,rare_joint,,,synthetic,,,Постепенное снижение объемов государственной поддержки будет содействовать возвращению спроса к более сбалансированным темпам роста.,Fiscal policy,Forward-looking,Confidence-building,8,0,4,,,False
synthetic_000075,synthetic,True,rare_joint,,,synthetic,,,Сдержанная динамика бюджетных расходов создаст условия для более устойчивого снижения ценового давления.,Fiscal policy,Forward-looking,Confidence-building,8,0,4,,,False
synthetic_000076,synthetic,True,rare_joint,,,synthetic,,,Запланированное ограничение дефицита бюджета будет способствовать поддержанию макроэкономической стабильности.,Fiscal policy,Forward-looking,Confidence-building,8,0,4,,,False
synthetic_000077,synthetic,True,rare_joint,,,synthetic,,,Предполагаемое снижение масштабов субсидирования будет поддерживать дезинфляционные процессы в экономике.,Fiscal policy,Forward-looking,Confidence-building,8,0,4,,,False
synthetic_000078,synthetic,True,rare_joint,,,synthetic,,,Более сбалансированная бюджетная политика будет способствовать устойчивому охлаждению внутреннего спроса.,Fiscal policy,Forward-looking,Confidence-building,8,0,4,,,False
synthetic_000079,synthetic,True,rare_joint,,,synthetic,,,Сохранение умеренных темпов роста бюджетных расходов поддержит формирование более устойчивой ценовой динамики.,Fiscal policy,Forward-looking,Confidence-building,8,0,4,,,False
synthetic_000080,synthetic,True,rare_joint,,,synthetic,,,Планируемая корректировка параметров государственных программ будет способствовать снижению перегрева спроса.,Fiscal policy,Forward-looking,Confidence-building,8,0,4,,,False
synthetic_000081,synthetic,True,hard_cases,,,synthetic,,,В ближайшие кварталы повышенные рыночные процентные ставки будут поддерживать сдерживающее влияние финансовых условий на внутренний спрос.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000082,synthetic,True,hard_cases,,,synthetic,,,Сохранение высокой доходности рублевых инструментов будет стимулировать сберегательное поведение и ограничивать потребительскую активность.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000083,synthetic,True,hard_cases,,,synthetic,,,Жесткость ценовых условий по банковским займам продолжит сдерживать расширение спроса на заемные средства.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000084,synthetic,True,hard_cases,,,synthetic,,,Повышенная привлекательность депозитов будет способствовать перераспределению доходов населения в пользу сбережений.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000085,synthetic,True,hard_cases,,,synthetic,,,Сложившийся уровень доходностей на денежном рынке будет поддерживать ограничительный характер финансовых условий.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000086,synthetic,True,hard_cases,,,synthetic,,,Удорожание фондирования для банков будет транслироваться в более строгие ценовые параметры кредитования клиентов.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000087,synthetic,True,hard_cases,,,synthetic,,,Высокие ставки по срочным вкладам сохранят стимулы к накоплению средств и будут ограничивать текущие расходы домашних хозяйств.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000088,synthetic,True,hard_cases,,,synthetic,,,Рост премий за срок в доходностях облигаций будет усиливать сдерживающее влияние финансового рынка на инвестиционные решения компаний.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000089,synthetic,True,hard_cases,,,synthetic,,,Сохранение ограничительной ценовой политики банков по новым займам будет препятствовать ускорению заемной активности.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000090,synthetic,True,hard_cases,,,synthetic,,,Повышенная стоимость рыночного заимствования будет ограничивать возможности компаний по финансированию дополнительных расходов.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000091,synthetic,True,hard_cases,,,synthetic,,,Жесткие денежно-кредитные условия будут поддерживаться через высокую доходность сберегательных и долговых инструментов.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000092,synthetic,True,hard_cases,,,synthetic,,,Ожидаемое сохранение высокой стоимости кредитных ресурсов будет ограничивать расширение корпоративных инвестиционных планов.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000093,synthetic,True,hard_cases,,,synthetic,,,Более строгие требования банков к ценовым условиям выдачи займов будут усиливать общий ограничительный импульс финансовой среды.,Monetary conditions,Forward-looking,Hawkish,2,0,0,,,False
synthetic_000094,synthetic,True,hard_cases,,,synthetic,,,В предстоящие кварталы снижение доходностей на долговом рынке будет способствовать смягчению финансовых условий.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000095,synthetic,True,hard_cases,,,synthetic,,,Ожидаемое уменьшение ставок по депозитам будет снижать стимулы к избыточным сбережениям.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000096,synthetic,True,hard_cases,,,synthetic,,,Смягчение условий банковского фондирования будет способствовать постепенному удешевлению заемных ресурсов для экономики.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000097,synthetic,True,hard_cases,,,synthetic,,,Снижение процентных ставок на денежном рынке будет поддерживать восстановление внутреннего спроса.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000098,synthetic,True,hard_cases,,,synthetic,,,Более низкая стоимость рыночного заимствования будет способствовать расширению инвестиционной активности компаний.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000099,synthetic,True,hard_cases,,,synthetic,,,Ослабление жесткости финансовых условий будет поддерживать потребительскую активность домашних хозяйств.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000100,synthetic,True,hard_cases,,,synthetic,,,Постепенное уменьшение доходности рублевых сбережений будет способствовать росту текущего потребления.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000101,synthetic,True,hard_cases,,,synthetic,,,Снижение ставок по корпоративным облигациям будет улучшать условия привлечения рыночного финансирования.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000102,synthetic,True,hard_cases,,,synthetic,,,Ожидаемое смягчение ценовых условий банковского кредитования будет поддерживать экономическую активность.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000103,synthetic,True,hard_cases,,,synthetic,,,Сокращение премий на финансовом рынке будет способствовать улучшению условий долгосрочного заимствования.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000104,synthetic,True,hard_cases,,,synthetic,,,Уменьшение стоимости привлечения ликвидности банками будет способствовать снижению рыночных процентных ставок.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000105,synthetic,True,hard_cases,,,synthetic,,,В дальнейшем более мягкие финансовые условия будут поддерживать расширение инвестиционного спроса.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000106,synthetic,True,hard_cases,,,synthetic,,,Снижение доходностей по государственным облигациям будет способствовать общему смягчению денежно-кредитных условий.,Monetary conditions,Forward-looking,Dovish,2,0,1,,,False
synthetic_000107,synthetic,True,hard_cases,,,synthetic,,,В отчетном периоде доходности на рынке облигаций изменялись вблизи уровней предыдущего месяца.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000108,synthetic,True,hard_cases,,,synthetic,,,Ставки по банковским депозитам для населения в последние месяцы существенно не изменились.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000109,synthetic,True,hard_cases,,,synthetic,,,В рассматриваемый период условия привлечения средств на финансовом рынке оставались стабильными.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000110,synthetic,True,hard_cases,,,synthetic,,,Доходности государственных облигаций в среднем сохранялись в ранее сложившемся диапазоне.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000111,synthetic,True,hard_cases,,,synthetic,,,Ценовые условия банковского кредитования в корпоративном сегменте за последний квартал существенно не изменились.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000112,synthetic,True,hard_cases,,,synthetic,,,В последние месяцы динамика ставок денежного рынка оставалась относительно устойчивой.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000113,synthetic,True,hard_cases,,,synthetic,,,Условия банковского фондирования в отчетном периоде изменялись незначительно.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000114,synthetic,True,hard_cases,,,synthetic,,,В прошедшем месяце доходности рублевых финансовых инструментов колебались в ограниченном диапазоне.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000115,synthetic,True,hard_cases,,,synthetic,,,Ставки по долгосрочным банковским продуктам в целом оставались на уровнях предыдущего периода.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000116,synthetic,True,hard_cases,,,synthetic,,,На протяжении квартала условия размещения облигационных выпусков существенно не менялись.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000117,synthetic,True,hard_cases,,,synthetic,,,В отчетном периоде изменения стоимости рыночного фондирования носили ограниченный характер.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000118,synthetic,True,hard_cases,,,synthetic,,,Сберегательная активность населения сохранялась на фоне стабильных процентных условий.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000119,synthetic,True,hard_cases,,,synthetic,,,В последние недели ситуация на денежном рынке характеризовалась умеренной волатильностью ставок.,Monetary conditions,Backward-looking,Neutral,2,1,2,,,False
synthetic_000120,synthetic,True,hard_cases,,,synthetic,,,В последние месяцы ставки по банковским депозитам существенно выросли.,Monetary conditions,Backward-looking,Hawkish,2,1,0,,,False
synthetic_000121,synthetic,True,hard_cases,,,synthetic,,,Доходности рублевых облигаций в отчетном периоде оставались на повышенных уровнях.,Monetary conditions,Backward-looking,Hawkish,2,1,0,,,False
synthetic_000122,synthetic,True,hard_cases,,,synthetic,,,Стоимость рыночного фондирования для банков за последний квартал заметно увеличилась.,Monetary conditions,Backward-looking,Hawkish,2,1,0,,,False
synthetic_000123,synthetic,True,hard_cases,,,synthetic,,,Условия банковского кредитования в последнее время оставались жесткими.,Monetary conditions,Backward-looking,Hawkish,2,1,0,,,False
synthetic_000124,synthetic,True,hard_cases,,,synthetic,,,В прошедшем месяце наблюдался рост ставок денежного рынка по широкому кругу инструментов.,Monetary conditions,Backward-looking,Hawkish,2,1,0,,,False
synthetic_000125,synthetic,True,hard_cases,,,synthetic,,,"Доходности государственных облигаций сохранялись на уровнях, ограничивающих спрос на заемные ресурсы.",Monetary conditions,Backward-looking,Hawkish,2,1,0,,,False
synthetic_000126,synthetic,True,hard_cases,,,synthetic,,,Сберегательная активность населения усилилась на фоне высоких процентных ставок по вкладам.,Monetary conditions,Backward-looking,Hawkish,2,1,0,,,False
synthetic_000127,synthetic,True,hard_cases,,,synthetic,,,В отчетном периоде финансовые условия оставались более жесткими по сравнению с началом года.,Monetary conditions,Backward-looking,Hawkish,2,1,0,,,False
synthetic_000128,synthetic,True,hard_cases,,,synthetic,,,В предстоящие кварталы устойчивость депозитной базы банков будет поддерживать стабильность финансовых условий.,Monetary conditions,Forward-looking,Confidence-building,2,0,4,,,False
synthetic_000129,synthetic,True,hard_cases,,,synthetic,,,"Ожидается, что условия фондирования банков сохранят сбалансированный характер.",Monetary conditions,Forward-looking,Confidence-building,2,0,4,,,False
synthetic_000130,synthetic,True,hard_cases,,,synthetic,,,Сохранение стабильной структуры процентных ставок будет способствовать предсказуемости финансовых условий.,Monetary conditions,Forward-looking,Confidence-building,2,0,4,,,False
synthetic_000131,synthetic,True,hard_cases,,,synthetic,,,В дальнейшем банковский сектор сможет поддерживать устойчивое предложение ликвидности на рынке.,Monetary conditions,Forward-looking,Confidence-building,2,0,4,,,False
synthetic_000132,synthetic,True,hard_cases,,,synthetic,,,Ожидаемая динамика рыночных ставок будет способствовать сохранению сбалансированных денежно-кредитных условий.,Monetary conditions,Forward-looking,Confidence-building,2,0,4,,,False
synthetic_000133,synthetic,True,hard_cases,,,synthetic,,,"Финансовые условия, как ожидается, останутся достаточно устойчивыми для поддержания сберегательной активности.",Monetary conditions,Forward-looking,Confidence-building,2,0,4,,,False
synthetic_000134,synthetic,True,hard_cases,,,synthetic,,,"В ближайшие месяцы ситуация на денежном рынке, вероятно, сохранится стабильной.",Monetary conditions,Forward-looking,Confidence-building,2,0,4,,,False
synthetic_000135,synthetic,True,hard_cases,,,synthetic,,,Сохранение устойчивого спроса на рублевые сбережения будет поддерживать стабильность финансового рынка.,Monetary conditions,Forward-looking,Confidence-building,2,0,4,,,False
